tanggal,kode_prov,nama_prov,kode_kab,nama_kab,closecontact,closecontact_dikarantina,closecontact_discarded,suspect,suspect_diisolasi,suspect_discarded,probable,probable_diisolasi,probable_discarded,probable_meninggal,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_closecontact,pertumbuhan_closecontact_discarded,pertumbuhan_closecontact_dikarantina,pertumbuhan_suspect,pertumbuhan_suspect_discarded,pertumbuhan_suspect_diisolasi,pertumbuhan_probable,pertumbuhan_probable_discarded,pertumbuhan_probable_diisolasi,pertumbuhan_probable_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal,
2020-10-15,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,485,-485,0,328,-415,0,0,-6,6,1037,686,55,0,0,0,0,0,0,0,0,0,0,22,5,1,
2020-10-15,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,1148,-1148,0,1202,-1396,0,11,-63,52,1684,1069,39,0,29,-29,0,6,-6,0,0,0,0,16,19,0,
2020-10-15,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,2558,-2558,0,1837,-1993,0,0,-29,29,780,603,15,0,0,0,0,0,0,0,0,0,0,3,11,3,
2020-10-15,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,2558,-2558,0,19,-40,0,3,-3,0,133,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-15,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,414,-414,0,613,-631,0,0,0,0,70,66,0,0,16,-16,0,0,0,0,0,0,0,0,1,0,
2020-10-16,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,657,-657,0,4783,-4826,0,1,-36,35,322,263,4,0,0,0,0,0,0,0,0,0,0,2,11,0,
2020-10-16,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,5026,-5026,0,444,-453,0,0,0,0,299,231,13,0,46,-46,0,0,0,0,0,0,0,3,1,0,
2020-10-16,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,795,-795,0,1607,-1620,0,0,-8,8,79,50,2,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-10-16,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5853,0,19,-19,0,257,230,12,0,0,0,0,0,0,0,0,0,0,1,6,0,
2020-10-16,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,839,-839,0,231,-232,0,0,-3,3,320,245,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-16,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,1599,-1599,0,7458,-7747,0,225,-286,61,5334,3593,99,0,214,-214,0,0,-1,0,0,0,0,88,149,0,
2020-10-16,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,5332,-5332,0,807,-815,0,0,-8,8,523,299,4,0,16,-16,0,2,-2,0,0,0,0,21,6,0,
2020-10-16,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,520,-520,0,504,-507,0,0,0,0,45,10,1,0,35,-35,0,0,0,0,0,0,0,0,0,0,
2020-10-16,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,4625,-4625,0,5478,-5719,0,0,-7,7,4908,3038,88,0,272,-272,0,77,-77,0,0,0,0,48,42,0,
2020-10-16,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,157,-157,0,794,-904,0,1,-2,1,100,81,2,0,0,0,0,0,0,0,0,0,0,1,1,0,
2020-10-16,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,74,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-16,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,4602,-4602,0,3476,-3815,0,39,-84,45,3624,2332,52,0,81,-81,0,5,-5,0,3,-3,0,80,1,0,
2020-10-16,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,550,-550,0,1570,-1634,0,0,-75,75,162,123,7,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-10-16,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,4732,-5384,0,57,-286,229,2545,1158,16,0,0,0,0,0,-2,0,0,-1,1,77,78,0,
2020-10-16,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,765,-765,0,523,-557,0,19,-25,6,718,195,7,0,0,0,0,0,0,0,0,0,0,1,2,0,
2020-10-16,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2163,2064,0,0,0,0,0,0,0,0,0,0,0,7,5,0,
2020-10-16,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,1211,-1211,0,400,-404,0,0,-4,4,181,162,6,0,0,0,0,1,-1,0,0,0,0,0,0,0,
2020-10-16,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,122,-122,0,274,-295,0,1,-2,1,300,204,17,0,0,0,0,0,0,0,0,0,0,4,1,0,
2020-10-16,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,1061,-1061,0,873,-937,0,1,-6,5,274,217,7,0,62,-62,0,0,0,0,0,0,0,1,0,0,
2020-10-16,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,308,-308,0,465,-540,0,5,-26,21,334,202,6,0,0,0,0,1,-1,0,0,-2,2,3,3,0,
2020-10-16,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,2956,-2956,0,7767,-7826,0,150,-173,23,1909,1319,50,0,0,0,0,0,0,0,0,0,0,42,25,0,
2020-10-16,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,1212,-1212,0,723,-746,0,0,-16,16,176,125,8,0,31,-31,0,2,-3,0,0,0,0,0,0,0,
2020-10-16,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,2458,-2458,0,6415,-6498,0,0,-57,57,1152,766,37,0,36,-36,0,11,-11,0,0,0,0,5,17,0,
2020-10-16,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,485,-485,0,328,-415,0,0,-6,6,1045,690,55,0,0,0,0,0,0,0,0,0,0,8,4,0,
2020-10-16,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,1180,-1180,0,1219,-1413,0,11,-63,52,1713,1082,39,0,32,-32,0,17,-17,0,0,0,0,29,13,0,
2020-10-16,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,2558,-2558,0,1837,-1993,0,0,-29,29,782,621,15,0,0,0,0,0,0,0,0,0,0,2,18,0,
2020-10-16,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,2558,-2558,0,19,-40,0,3,-3,0,134,61,5,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-16,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,414,-414,0,616,-634,0,0,0,0,70,68,0,0,0,0,0,3,-3,0,0,0,0,0,2,0,
2020-10-17,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,657,-657,0,4783,-4826,0,1,-36,35,380,263,4,0,0,0,0,0,0,0,0,0,0,58,0,0,
2020-10-17,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,5026,-5026,0,444,-453,0,0,0,0,299,231,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-17,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,810,-810,0,1607,-1620,0,0,-8,8,79,50,2,0,15,-15,0,0,0,0,0,0,0,0,0,0,
2020-10-17,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5854,0,19,-19,0,258,230,12,0,0,0,0,0,-1,0,0,0,0,1,0,0,
2020-10-17,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,839,-839,0,231,-232,0,0,-3,3,366,284,4,0,0,0,0,0,0,0,0,0,0,46,39,0,
2020-10-17,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,1599,-1599,0,7458,-7747,0,225,-286,61,5365,3606,99,0,0,0,0,0,0,0,0,0,0,31,13,0,
2020-10-17,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,5378,-5378,0,810,-818,0,0,-9,9,531,299,4,0,46,-46,0,3,-3,0,0,-1,1,8,0,0,
2020-10-17,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,520,-520,0,504,-507,0,0,0,0,45,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-17,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,4759,-4759,0,5531,-5772,0,0,-7,7,5004,3038,88,0,134,-134,0,53,-53,0,0,0,0,96,0,0,
2020-10-17,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,157,-157,0,794,-904,0,1,-2,1,100,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-17,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,75,55,3,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-17,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,4657,-4657,0,3520,-3860,0,39,-84,45,3655,2586,52,0,55,-55,0,44,-45,0,0,0,0,31,254,0,
2020-10-17,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,555,-555,0,1575,-1639,0,0,-75,75,163,123,7,0,5,-5,0,5,-5,0,0,0,0,1,0,0,
2020-10-17,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,4732,-5385,0,57,-287,230,2613,1158,16,0,0,0,0,0,-1,0,0,-1,1,68,0,0,
2020-10-17,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,765,-765,0,526,-560,0,19,-25,6,784,296,7,0,0,0,0,3,-3,0,0,0,0,66,101,0,
2020-10-17,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2168,2064,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2020-10-17,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,1211,-1211,0,400,-404,0,0,-4,4,181,162,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-17,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,122,-122,0,274,-295,0,1,-2,1,300,204,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-17,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,1084,-1084,0,879,-943,0,1,-6,5,279,217,7,0,23,-23,0,6,-6,0,0,0,0,5,0,0,
2020-10-17,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,308,-308,0,465,-540,0,5,-26,21,337,202,6,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-10-17,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,2956,-2956,0,7801,-7861,0,150,-173,23,1926,1319,50,0,0,0,0,34,-35,0,0,0,0,17,0,0,
2020-10-17,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,1212,-1212,0,723,-746,0,0,-16,16,201,133,8,0,0,0,0,0,0,0,0,0,0,25,8,0,
2020-10-17,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,2480,-2480,0,6422,-6505,0,0,-57,57,1160,767,37,0,22,-22,0,7,-7,0,0,0,0,8,1,0,
2020-10-17,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,485,-485,0,328,-416,0,0,-6,6,1048,690,55,0,0,0,0,0,-1,0,0,0,0,3,0,0,
2020-10-17,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,1180,-1180,0,1219,-1413,0,11,-63,52,1727,1083,39,0,0,0,0,0,0,0,0,0,0,14,1,0,
2020-10-17,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,2558,-2558,0,1837,-1993,0,0,-29,29,787,621,15,0,0,0,0,0,0,0,0,0,0,5,0,0,
2020-10-17,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,2780,-2780,0,26,-47,0,3,-3,0,142,84,5,0,222,-222,0,7,-7,0,0,0,0,8,23,0,
2020-10-17,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,414,-414,0,616,-634,0,0,0,0,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,657,-657,0,4783,-4826,0,1,-36,35,381,263,4,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-18,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,5026,-5026,0,444,-453,0,0,0,0,300,231,13,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-18,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,837,-837,0,1607,-1620,0,0,-8,8,79,50,2,0,27,-27,0,0,0,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5854,0,19,-19,0,258,230,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,839,-839,0,231,-232,0,0,-3,3,366,284,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,1761,-1761,0,7458,-7747,0,250,-312,62,5412,3909,99,0,162,-162,0,0,0,0,25,-26,1,47,303,0,
2020-10-18,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,5378,-5378,0,810,-818,0,0,-9,9,532,299,4,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-18,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,520,-520,0,505,-508,0,0,0,0,45,10,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,4759,-4759,0,5531,-5772,0,0,-7,7,5026,3038,88,0,0,0,0,0,0,0,0,0,0,22,0,0,
2020-10-18,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,157,-157,0,794,-904,0,1,-2,1,100,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,75,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,4724,-4724,0,3621,-3961,0,40,-85,45,3683,2587,52,0,67,-67,0,101,-101,0,1,-1,0,28,1,0,
2020-10-18,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,565,-565,0,1580,-1644,0,0,-75,75,163,123,7,0,10,-10,0,5,-5,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,4869,-5523,0,70,-300,230,2661,1158,16,0,0,0,0,137,-138,0,13,-13,0,48,0,0,
2020-10-18,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,765,-765,0,529,-563,0,19,-25,6,784,296,7,0,0,0,0,3,-3,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2168,2105,0,0,0,0,0,0,0,0,0,0,0,0,41,0,
2020-10-18,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,1211,-1211,0,400,-404,0,0,-4,4,181,162,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,122,-122,0,274,-295,0,1,-2,1,312,204,17,0,0,0,0,0,0,0,0,0,0,12,0,0,
2020-10-18,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,1084,-1084,0,879,-944,0,1,-6,5,285,217,7,0,0,0,0,0,-1,0,0,0,0,6,0,0,
2020-10-18,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,308,-308,0,465,-540,0,5,-26,21,338,202,6,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-18,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,3092,-3092,0,7802,-7862,0,150,-173,23,1945,1319,50,0,136,-136,0,1,-1,0,0,0,0,19,0,0,
2020-10-18,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,1212,-1212,0,723,-746,0,0,-16,16,201,133,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,2500,-2500,0,6432,-6515,0,0,-57,57,1163,767,37,0,20,-20,0,10,-10,0,0,0,0,3,0,0,
2020-10-18,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,485,-485,0,328,-416,0,0,-6,6,1050,690,55,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-10-18,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,1191,-1191,0,1219,-1413,0,11,-63,52,1745,1083,39,0,11,-11,0,0,0,0,0,0,0,18,0,0,
2020-10-18,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,2558,-2558,0,1837,-1993,0,0,-29,29,789,621,15,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-10-18,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,2780,-2780,0,30,-51,0,3,-3,0,142,84,5,0,0,0,0,4,-4,0,0,0,0,0,0,0,
2020-10-18,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,418,-418,0,621,-639,0,0,0,0,70,68,0,0,4,-4,0,5,-5,0,0,0,0,0,0,0,
2020-10-19,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,698,-698,0,4783,-4827,0,1,-36,35,436,264,4,0,41,-41,0,0,-1,0,0,0,0,55,1,0,
2020-10-19,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,5105,-5105,0,455,-464,0,0,0,0,301,231,13,0,79,-79,0,11,-11,0,0,0,0,1,0,0,
2020-10-19,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,837,-837,0,1607,-1620,0,0,-8,8,79,51,2,0,0,0,0,0,0,0,0,0,0,0,1,0,
2020-10-19,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5855,0,19,-19,0,274,230,12,0,0,0,0,0,-1,0,0,0,0,16,0,0,
2020-10-19,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,839,-839,0,231,-232,0,0,-3,3,367,284,4,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-19,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,1843,-1843,0,7458,-7747,0,255,-318,63,5474,3922,99,0,82,-82,0,0,0,0,5,-6,1,62,13,0,
2020-10-19,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,5378,-5378,0,810,-818,0,0,-9,9,541,300,4,0,0,0,0,0,0,0,0,0,0,9,1,0,
2020-10-19,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,520,-520,0,505,-508,0,0,0,0,46,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-19,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,5016,-5016,0,5608,-5849,0,0,-7,7,5162,3089,106,0,257,-257,0,77,-77,0,0,0,0,136,51,18,
2020-10-19,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,157,-157,0,794,-904,0,1,-2,1,105,82,2,0,0,0,0,0,0,0,0,0,0,5,1,0,
2020-10-19,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,79,55,3,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-10-19,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,4880,-4880,0,3688,-4028,0,40,-85,45,3722,2587,52,0,156,-156,0,67,-67,0,0,0,0,39,0,0,
2020-10-19,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,575,-575,0,1585,-1649,0,0,-75,75,165,140,7,0,10,-10,0,5,-5,0,0,0,0,2,17,0,
2020-10-19,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,4869,-5524,0,70,-300,230,2697,1228,16,0,0,0,0,0,-1,0,0,0,0,36,70,0,
2020-10-19,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,765,-765,0,529,-563,0,19,-25,6,796,296,7,0,0,0,0,0,0,0,0,0,0,12,0,0,
2020-10-19,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2174,2105,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
2020-10-19,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,1211,-1211,0,400,-404,0,0,-4,4,189,162,6,0,0,0,0,0,0,0,0,0,0,8,0,0,
2020-10-19,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,122,-122,0,274,-295,0,1,-2,1,315,204,17,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-10-19,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,1084,-1084,0,879,-945,0,1,-6,5,288,235,7,0,0,0,0,0,-1,0,0,0,0,3,18,0,
2020-10-19,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,308,-308,0,465,-540,0,5,-27,22,350,204,6,0,0,0,0,0,0,0,0,-1,1,12,2,0,
2020-10-19,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,3143,-3143,0,7802,-7864,0,150,-173,23,1962,1340,50,0,51,-51,0,0,-2,0,0,0,0,17,21,0,
2020-10-19,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,1264,-1264,0,723,-746,0,0,-16,16,203,133,8,0,52,-52,0,0,0,0,0,0,0,2,0,0,
2020-10-19,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,2521,-2521,0,6444,-6529,0,0,-57,57,1177,775,37,0,21,-21,0,12,-14,0,0,0,0,14,8,0,
2020-10-19,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,485,-485,0,328,-416,0,0,-6,6,1084,793,58,0,0,0,0,0,0,0,0,0,0,34,103,3,
2020-10-19,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,1211,-1211,0,1219,-1413,0,11,-64,53,1755,1108,39,0,20,-20,0,0,0,0,0,-1,1,10,25,0,
2020-10-19,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,2558,-2558,0,1837,-1993,0,0,-29,29,824,628,15,0,0,0,0,0,0,0,0,0,0,35,7,0,
2020-10-19,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,2780,-2780,0,30,-51,0,3,-3,0,142,84,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-19,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,418,-418,0,621,-639,0,0,0,0,71,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-20,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,698,-698,0,4783,-4827,0,1,-36,35,442,277,4,0,0,0,0,0,0,0,0,0,0,6,13,0,
2020-10-20,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,5129,-5129,0,463,-472,0,0,0,0,302,231,13,0,24,-24,0,8,-8,0,0,0,0,1,0,0,
2020-10-20,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,840,-840,0,1611,-1624,0,0,-8,8,81,51,2,0,3,-3,0,4,-4,0,0,0,0,2,0,0,
2020-10-20,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5855,0,19,-19,0,277,230,12,0,0,0,0,0,0,0,0,0,0,3,0,0,
2020-10-20,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,894,-894,0,283,-284,0,0,-6,6,368,284,4,0,55,-55,0,52,-52,0,0,-3,3,1,0,0,
2020-10-20,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,1914,-1914,0,7458,-7747,0,260,-323,63,5561,3924,110,0,71,-71,0,0,0,0,5,-5,0,87,2,11,
2020-10-20,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,5432,-5432,0,816,-824,0,0,-9,9,564,303,4,0,54,-54,0,6,-6,0,0,0,0,23,3,0,
2020-10-20,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,546,-546,0,506,-509,0,0,0,0,46,10,1,0,26,-26,0,1,-1,0,0,0,0,0,0,0,
2020-10-20,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,5104,-5104,0,5654,-5895,0,0,-7,7,5223,3168,115,0,88,-88,0,46,-46,0,0,0,0,61,79,9,
2020-10-20,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,157,-157,0,794,-904,0,1,-2,1,115,82,2,0,0,0,0,0,0,0,0,0,0,10,0,0,
2020-10-20,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,80,55,3,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-10-20,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,4905,-4905,0,3714,-4056,0,40,-85,45,3787,2587,52,0,25,-25,0,26,-28,0,0,0,0,65,0,0,
2020-10-20,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,585,-585,0,1590,-1654,0,0,-75,75,165,140,7,0,10,-10,0,5,-5,0,0,0,0,0,0,0,
2020-10-20,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,4869,-5525,0,70,-300,230,2763,1288,16,0,0,0,0,0,-1,0,0,0,0,66,60,0,
2020-10-20,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,767,-767,0,536,-570,0,19,-25,6,798,296,7,0,2,-2,0,7,-7,0,0,0,0,2,0,0,
2020-10-20,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2180,2105,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
2020-10-20,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,1211,-1211,0,400,-405,0,0,-4,4,190,162,6,0,0,0,0,0,-1,0,0,0,0,1,0,0,
2020-10-20,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,122,-122,0,274,-295,0,1,-2,1,319,205,17,0,0,0,0,0,0,0,0,0,0,4,1,0,
2020-10-20,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,1177,-1177,0,883,-949,0,1,-6,5,288,235,7,0,93,-93,0,4,-4,0,0,0,0,0,0,0,
2020-10-20,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,308,-308,0,465,-542,0,5,-27,22,361,208,6,0,0,0,0,0,-2,0,0,0,0,11,4,0,
2020-10-20,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,3157,-3157,0,7807,-7869,0,150,-173,23,1998,1349,50,0,14,-14,0,5,-5,0,0,0,0,36,9,0,
2020-10-20,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,1264,-1264,0,723,-746,0,0,-16,16,203,133,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-20,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,2568,-2568,0,6452,-6537,0,0,-57,57,1190,778,37,0,47,-47,0,8,-8,0,0,0,0,13,3,0,
2020-10-20,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,485,-485,0,328,-416,0,0,-6,6,1087,809,58,0,0,0,0,0,0,0,0,0,0,3,16,0,
2020-10-20,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,1263,-1263,0,1225,-1419,0,11,-64,53,1777,1121,39,0,52,-52,0,6,-6,0,0,0,0,22,13,0,
