tanggal,kode_prov,nama_prov,kode_kab,nama_kab,closecontact,closecontact_dikarantina,closecontact_discarded,suspect,suspect_diisolasi,suspect_discarded,probable,probable_diisolasi,probable_discarded,probable_meninggal,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_closecontact,pertumbuhan_closecontact_discarded,pertumbuhan_closecontact_dikarantina,pertumbuhan_suspect,pertumbuhan_suspect_discarded,pertumbuhan_suspect_diisolasi,pertumbuhan_probable,pertumbuhan_probable_discarded,pertumbuhan_probable_diisolasi,pertumbuhan_probable_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal,
2021-01-14,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,1062,-1062,0,1312,-1422,0,4,-17,13,209,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-14,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,2437,2000,23,0,0,0,0,0,0,0,0,0,0,114,49,0,
2021-01-14,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,12239,-12239,0,8230,-8581,0,406,-469,63,10286,8529,59,0,154,-154,0,21,-21,0,137,-137,0,200,0,0,
2021-01-14,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,4271,-4271,0,1994,-2074,0,0,-86,86,790,779,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-14,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,5409,-6110,0,118,-409,291,4325,4289,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-14,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,2539,-2539,0,1154,-1189,0,19,-27,8,1907,1582,16,0,482,-482,0,14,-14,0,0,0,0,0,0,0,
2021-01-14,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2282,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-14,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,2420,-2420,0,694,-699,0,0,-28,28,1193,986,32,0,0,0,0,0,0,0,0,0,0,42,15,3,
2021-01-14,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,3300,-3300,0,317,-347,0,1,-2,1,584,564,18,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-14,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,2000,-2000,0,1232,-1327,0,1,-19,18,1745,1612,53,0,0,0,0,0,0,0,0,-2,2,6,1,0,
2021-01-14,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,1325,-1325,0,590,-670,0,5,-44,39,1796,1422,21,0,36,-36,0,38,-38,0,0,0,0,41,0,0,
2021-01-14,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,14447,-14447,0,12056,-12126,0,150,-174,24,7361,6434,89,0,0,0,0,0,0,0,0,0,0,158,62,0,
2021-01-14,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,4356,-4356,0,999,-1022,0,0,-62,62,1514,1262,30,0,0,0,0,6,-6,0,0,0,0,0,0,0,
2021-01-14,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,8345,-8345,0,7317,-7416,0,0,-60,60,7445,6228,147,0,167,-167,0,8,-8,0,0,0,0,57,42,0,
2021-01-14,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,5573,-5573,0,381,-483,0,0,-17,17,2701,2384,76,0,0,0,0,0,0,0,0,0,0,0,22,0,
2021-01-14,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,3938,-3938,0,2307,-2510,0,11,-93,82,3615,3567,42,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-14,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,3880,-3880,0,2291,-2449,0,0,-29,29,5386,3985,29,0,0,0,0,0,0,0,0,0,0,302,14,0,
2021-01-14,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,17407,-17407,0,42,-63,0,3,-3,0,1412,951,30,0,0,0,0,0,0,0,0,0,0,20,22,0,
2021-01-14,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,1015,-1015,0,709,-727,0,0,-3,3,135,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-15,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,3311,-3311,0,6085,-6130,0,31,-121,90,2422,2047,26,0,0,0,0,0,0,0,0,0,0,52,0,0,
2021-01-15,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,13527,-13527,0,2318,-2327,0,0,0,0,3793,2689,69,0,0,0,0,70,-70,0,0,0,0,26,6,0,
2021-01-15,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,1935,-1935,0,1812,-1828,0,4,-13,9,329,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-15,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5865,0,19,-19,0,1161,938,14,0,0,0,0,0,0,0,0,0,0,2,0,0,
2021-01-15,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,6149,-6149,0,1014,-1015,0,2,-21,19,1626,949,21,0,0,0,0,15,-15,0,0,-1,1,0,0,6,
2021-01-15,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,19127,-19127,0,12246,-12556,0,595,-747,152,17590,14464,173,0,198,-198,0,58,-58,0,10,-10,0,81,351,0,
2021-01-15,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,8599,-8599,0,1449,-1460,0,0,-9,9,3146,2781,46,0,16,-16,0,4,-4,0,0,0,0,45,19,0,
2021-01-15,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,1902,-1902,0,617,-620,0,0,-1,1,446,313,24,0,0,0,0,0,0,0,0,0,0,9,7,0,
2021-01-15,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,20538,-20538,0,10039,-10284,0,0,-7,7,19304,13200,225,0,0,0,0,0,0,0,0,0,0,2184,264,21,
2021-01-15,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,1062,-1062,0,1312,-1422,0,4,-17,13,209,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-15,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,2532,2027,23,0,0,0,0,0,0,0,0,0,0,95,27,0,
2021-01-15,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,12633,-12633,0,8298,-8649,0,406,-469,63,10507,8646,59,0,394,-394,0,68,-68,0,0,0,0,221,117,0,
2021-01-15,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,4381,-4381,0,2014,-2094,0,0,-86,86,790,779,10,0,110,-110,0,20,-20,0,0,0,0,0,0,0,
2021-01-15,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,5409,-6110,0,118,-409,291,4325,4289,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-15,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,2539,-2539,0,1154,-1189,0,19,-27,8,1907,1582,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-15,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2282,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-15,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,2420,-2420,0,694,-699,0,0,-28,28,1193,1007,32,0,0,0,0,0,0,0,0,0,0,0,21,0,
2021-01-15,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,3300,-3300,0,317,-347,0,1,-2,1,584,564,18,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-15,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,2000,-2000,0,1232,-1327,0,1,-19,18,1747,1617,53,0,0,0,0,0,0,0,0,0,0,2,5,0,
2021-01-15,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,1325,-1325,0,590,-670,0,5,-44,39,1823,1435,21,0,0,0,0,0,0,0,0,0,0,27,13,0,
2021-01-15,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,14775,-14775,0,12093,-12163,0,150,-174,24,7439,6468,89,0,328,-328,0,37,-37,0,0,0,0,78,34,0,
2021-01-15,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,4364,-4364,0,999,-1022,0,0,-62,62,1514,1275,30,0,8,-8,0,0,0,0,0,0,0,0,13,0,
2021-01-15,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,8383,-8383,0,7332,-7431,0,0,-60,60,7505,6298,147,0,38,-38,0,15,-15,0,0,0,0,60,70,0,
2021-01-15,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,5573,-5573,0,381,-483,0,0,-17,17,2757,2398,76,0,0,0,0,0,0,0,0,0,0,56,14,0,
2021-01-15,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,3938,-3938,0,2307,-2510,0,11,-93,82,3615,3567,42,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-15,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,10590,-10590,0,2420,-2578,0,0,-29,29,5538,3989,29,0,6710,-6710,0,129,-129,0,0,0,0,152,4,0,
2021-01-15,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,17407,-17407,0,42,-63,0,3,-3,0,1417,1060,30,0,0,0,0,0,0,0,0,0,0,5,109,0,
2021-01-15,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,1015,-1015,0,709,-727,0,0,-3,3,135,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,3311,-3311,0,6085,-6130,0,31,-121,90,2422,2047,26,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,13527,-13527,0,2318,-2327,0,0,0,0,3793,2689,69,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,1935,-1935,0,1812,-1828,0,4,-13,9,329,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5865,0,19,-19,0,1163,938,14,0,0,0,0,0,0,0,0,0,0,2,0,0,
2021-01-16,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,6149,-6149,0,1014,-1015,0,2,-21,19,1748,949,23,0,0,0,0,0,0,0,0,0,0,122,0,2,
2021-01-16,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,19127,-19127,0,12305,-12615,0,605,-757,152,17909,14464,173,0,0,0,0,59,-59,0,10,-10,0,319,0,0,
2021-01-16,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,8618,-8618,0,1454,-1465,0,0,-9,9,3149,2781,46,0,19,-19,0,5,-5,0,0,0,0,3,0,0,
2021-01-16,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,1902,-1902,0,617,-620,0,0,-1,1,462,313,24,0,0,0,0,0,0,0,0,0,0,16,0,0,
2021-01-16,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,20538,-20538,0,10039,-10284,0,0,-7,7,21402,15334,265,0,0,0,0,0,0,0,0,0,0,2098,2134,40,
2021-01-16,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,1062,-1062,0,1312,-1422,0,4,-17,13,209,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,2541,2027,23,0,0,0,0,0,0,0,0,0,0,9,0,0,
2021-01-16,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,12660,-12660,0,8363,-8714,0,406,-469,63,10725,8646,59,0,27,-27,0,65,-65,0,0,0,0,218,0,0,
2021-01-16,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,4481,-4481,0,2024,-2104,0,0,-86,86,790,779,10,0,100,-100,0,10,-10,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,5409,-6110,0,118,-409,291,4325,4289,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,2539,-2539,0,1160,-1195,0,19,-27,8,1933,1582,16,0,0,0,0,6,-6,0,0,0,0,26,0,0,
2021-01-16,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2282,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,2420,-2420,0,694,-699,0,0,-28,28,1240,1007,32,0,0,0,0,0,0,0,0,0,0,47,0,0,
2021-01-16,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,3300,-3300,0,317,-347,0,1,-2,1,584,564,18,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,2000,-2000,0,1232,-1327,0,1,-19,18,1763,1617,53,0,0,0,0,0,0,0,0,0,0,16,0,0,
2021-01-16,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,1325,-1325,0,590,-670,0,5,-44,39,1971,1435,21,0,0,0,0,0,0,0,0,0,0,148,0,0,
2021-01-16,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,14775,-14775,0,12093,-12163,0,150,-174,24,7569,6468,89,0,0,0,0,0,0,0,0,0,0,130,0,0,
2021-01-16,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,4364,-4364,0,999,-1022,0,0,-62,62,1514,1275,30,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,8463,-8463,0,7367,-7466,0,0,-61,61,7679,6298,147,0,80,-80,0,35,-35,0,0,-1,1,174,0,0,
2021-01-16,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,5573,-5573,0,381,-483,0,0,-17,17,2811,2407,76,0,0,0,0,0,0,0,0,0,0,54,9,0,
2021-01-16,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,3938,-3938,0,2307,-2510,0,11,-93,82,3615,3567,42,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,10590,-10590,0,2420,-2578,0,0,-29,29,5616,3989,29,0,0,0,0,0,0,0,0,0,0,78,0,0,
2021-01-16,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,18686,-18686,0,42,-63,0,3,-3,0,1417,1060,30,0,1279,-1279,0,0,0,0,0,0,0,0,0,0,
2021-01-16,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,1015,-1015,0,709,-727,0,0,-3,3,135,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,3311,-3311,0,6085,-6130,0,31,-121,90,2422,2047,26,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,13527,-13527,0,2406,-2415,0,0,0,0,3821,2689,69,0,0,0,0,88,-88,0,0,0,0,28,0,0,
2021-01-17,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,1935,-1935,0,1812,-1828,0,4,-13,9,329,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5865,0,19,-19,0,1196,938,14,0,0,0,0,0,0,0,0,0,0,33,0,0,
2021-01-17,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,6149,-6149,0,1014,-1015,0,2,-21,19,1759,949,23,0,0,0,0,0,0,0,0,0,0,11,0,0,
2021-01-17,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,19412,-19412,0,12364,-12674,0,615,-767,152,18252,14464,173,0,285,-285,0,59,-59,0,10,-10,0,343,0,0,
2021-01-17,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,8619,-8619,0,1454,-1465,0,0,-9,9,3197,2781,46,0,1,-1,0,0,0,0,0,0,0,48,0,0,
2021-01-17,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,1902,-1902,0,617,-620,0,0,-1,1,464,313,24,0,0,0,0,0,0,0,0,0,0,2,0,0,
2021-01-17,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,20538,-20538,0,10039,-10284,0,0,-7,7,21734,16901,273,0,0,0,0,0,0,0,0,0,0,332,1567,8,
2021-01-17,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,1062,-1062,0,1312,-1422,0,4,-17,13,209,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,2572,2027,23,0,0,0,0,0,0,0,0,0,0,31,0,0,
2021-01-17,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,13847,-13847,0,8566,-8917,0,406,-469,63,10942,8646,59,0,1187,-1187,0,203,-203,0,0,0,0,217,0,0,
2021-01-17,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,4581,-4581,0,2034,-2114,0,0,-86,86,790,779,10,0,100,-100,0,10,-10,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,5409,-6110,0,118,-409,291,4326,4289,16,0,0,0,0,0,0,0,0,0,0,1,0,0,
2021-01-17,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,2539,-2539,0,1166,-1201,0,19,-27,8,1933,1582,16,0,0,0,0,6,-6,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2282,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,2420,-2420,0,694,-699,0,0,-28,28,1266,1007,32,0,0,0,0,0,0,0,0,0,0,26,0,0,
2021-01-17,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,3300,-3300,0,317,-347,0,1,-2,1,584,564,18,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,2000,-2000,0,1232,-1327,0,1,-19,18,1779,1617,53,0,0,0,0,0,0,0,0,0,0,16,0,0,
2021-01-17,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,1325,-1325,0,590,-670,0,5,-44,39,2028,1435,21,0,0,0,0,0,0,0,0,0,0,57,0,0,
2021-01-17,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,14775,-14775,0,12093,-12163,0,150,-174,24,7702,6468,89,0,0,0,0,0,0,0,0,0,0,133,0,0,
2021-01-17,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,4364,-4364,0,1004,-1027,0,0,-62,62,1514,1275,30,0,0,0,0,5,-5,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,8481,-8481,0,7367,-7466,0,0,-61,61,7830,6298,150,0,18,-18,0,0,0,0,0,0,0,151,0,3,
2021-01-17,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,5573,-5573,0,381,-483,0,0,-17,17,2821,2422,76,0,0,0,0,0,0,0,0,0,0,10,15,0,
2021-01-17,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,4179,-4179,0,2346,-2549,0,11,-97,86,3616,3567,42,0,241,-241,0,39,-39,0,0,-4,4,1,0,0,
2021-01-17,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,10590,-10590,0,2420,-2578,0,0,-29,29,5667,3989,29,0,0,0,0,0,0,0,0,0,0,51,0,0,
2021-01-17,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,18686,-18686,0,42,-63,0,3,-3,0,1417,1060,30,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-17,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,1015,-1015,0,709,-727,0,0,-3,3,135,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-18,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,3311,-3311,0,6085,-6130,0,31,-121,90,2422,2171,26,0,0,0,0,0,0,0,0,0,0,0,124,0,
2021-01-18,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,13527,-13527,0,2474,-2483,0,0,0,0,3867,2694,71,0,0,0,0,68,-68,0,0,0,0,46,5,2,
2021-01-18,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,1935,-1935,0,1812,-1828,0,4,-13,9,406,324,2,0,0,0,0,0,0,0,0,0,0,77,0,0,
2021-01-18,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5865,0,19,-19,0,1206,938,14,0,0,0,0,0,0,0,0,0,0,10,0,0,
2021-01-18,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,6149,-6149,0,1052,-1053,0,2,-22,20,1763,986,23,0,0,0,0,38,-38,0,0,-1,1,4,37,0,
2021-01-18,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,19412,-19412,0,12427,-12737,0,625,-779,154,18844,14859,173,0,0,0,0,63,-63,0,10,-12,2,592,395,0,
2021-01-18,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,8619,-8619,0,1454,-1465,0,0,-9,9,3208,2782,46,0,0,0,0,0,0,0,0,0,0,11,1,0,
2021-01-18,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,1902,-1902,0,620,-623,0,0,-1,1,468,316,24,0,0,0,0,3,-3,0,0,0,0,4,3,0,
2021-01-18,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,20538,-20538,0,10039,-10284,0,0,-7,7,21874,17332,280,0,0,0,0,0,0,0,0,0,0,140,431,7,
2021-01-18,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,1062,-1062,0,1349,-1459,0,4,-17,13,209,207,2,0,0,0,0,37,-37,0,0,0,0,0,0,0,
2021-01-18,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,1131,-1131,0,1443,-1453,0,75,-85,10,2580,2027,23,0,0,0,0,0,0,0,0,0,0,8,0,0,
2021-01-18,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,13892,-13892,0,8620,-8971,0,406,-470,64,11037,8689,59,0,45,-45,0,54,-54,0,0,-1,1,95,43,0,
2021-01-18,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,4581,-4581,0,2044,-2124,0,0,-86,86,790,779,10,0,0,0,0,10,-10,0,0,0,0,0,0,0,
2021-01-18,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,5409,-6110,0,118,-409,291,4428,4290,16,0,0,0,0,0,0,0,0,0,0,102,1,0,
2021-01-18,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,2539,-2539,0,1170,-1205,0,19,-27,8,1933,1582,16,0,0,0,0,4,-4,0,0,0,0,0,0,0,
2021-01-18,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2282,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-18,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,2420,-2420,0,694,-699,0,0,-28,28,1298,1007,33,0,0,0,0,0,0,0,0,0,0,32,0,1,
2021-01-18,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,3389,-3389,0,317,-347,0,1,-2,1,584,564,18,0,89,-89,0,0,0,0,0,0,0,0,0,0,
2021-01-18,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,2106,-2106,0,1232,-1327,0,1,-20,19,1782,1624,55,0,106,-106,0,0,0,0,0,-1,1,3,7,2,
2021-01-18,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,1325,-1325,0,590,-670,0,5,-44,39,2028,1435,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-01-18,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,14968,-14968,0,12093,-12163,0,150,-174,24,7831,6659,89,0,193,-193,0,0,0,0,0,0,0,129,191,0,
2021-01-18,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,4364,-4364,0,1004,-1027,0,0,-62,62,1514,1286,31,0,0,0,0,0,0,0,0,0,0,0,11,1,
2021-01-18,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,8614,-8614,0,7367,-7466,0,0,-62,62,7958,6437,156,0,133,-133,0,0,0,0,0,-1,1,128,139,6,
2021-01-18,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,5573,-5573,0,381,-483,0,0,-17,17,2832,2526,76,0,0,0,0,0,0,0,0,0,0,11,104,0,
2021-01-18,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,4196,-4196,0,2346,-2549,0,11,-98,87,3632,3567,42,0,17,-17,0,0,0,0,0,-1,1,16,0,0,
2021-01-18,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,10590,-10590,0,2420,-2578,0,0,-29,29,5742,4026,29,0,0,0,0,0,0,0,0,0,0,75,37,0,
2021-01-18,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,18686,-18686,0,42,-63,0,3,-3,0,1417,1154,39,0,0,0,0,0,0,0,0,0,0,0,94,9,
2021-01-18,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,1015,-1015,0,709,-727,0,0,-3,3,137,134,1,0,0,0,0,0,0,0,0,0,0,2,0,0,
2021-01-19,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,3311,-3311,0,6085,-6130,0,31,-121,90,2486,2171,26,0,0,0,0,0,0,0,0,0,0,64,0,0,
2021-01-19,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,13527,-13527,0,2474,-2483,0,0,0,0,3894,2883,72,0,0,0,0,0,0,0,0,0,0,27,189,1,
2021-01-19,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,1966,-1966,0,1812,-1828,0,4,-13,9,500,325,2,0,31,-31,0,0,0,0,0,0,0,94,1,0,
2021-01-19,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,424,-424,0,5803,-5865,0,19,-19,0,1262,938,14,0,0,0,0,0,0,0,0,0,0,56,0,0,
2021-01-19,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,6149,-6149,0,1069,-1070,0,2,-22,20,1767,1023,23,0,0,0,0,17,-17,0,0,0,0,4,37,0,
2021-01-19,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,19578,-19578,0,12487,-12797,0,636,-790,154,19144,15583,177,0,166,-166,0,60,-60,0,11,-11,0,300,724,4,
2021-01-19,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,8682,-8682,0,1454,-1465,0,0,-9,9,3210,2783,48,0,63,-63,0,0,0,0,0,0,0,2,1,2,
2021-01-19,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,1946,-1946,0,627,-630,0,0,-1,1,481,316,24,0,44,-44,0,7,-7,0,0,0,0,13,0,0,
